angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.04,"[477, 302, 258, 344]",0.0,0.0,0.0,0.89,0.06,0.0
0.01,"[476, 315, 251, 325]",0.0,0.01,0.0,0.62,0.36,0.0
0.02,"[476, 315, 256, 331]",0.0,0.0,0.0,0.94,0.04,0.0
0.03,"[473, 315, 263, 338]",0.0,0.0,0.0,0.95,0.02,0.0
0.01,"[473, 314, 265, 341]",0.0,0.0,0.0,0.97,0.02,0.0
0.01,"[470, 315, 265, 339]",0.0,0.0,0.0,0.96,0.02,0.0
0.04,"[468, 306, 267, 353]",0.0,0.0,0.0,0.91,0.04,0.0
0.01,"[463, 313, 269, 345]",0.0,0.0,0.0,0.81,0.16,0.0
0.04,"[467, 312, 267, 346]",0.0,0.0,0.0,0.93,0.02,0.0
0.06,"[466, 308, 268, 353]",0.0,0.0,0.0,0.9,0.03,0.0
0.02,"[466, 318, 262, 330]",0.0,0.0,0.0,0.93,0.04,0.0
0.04,"[464, 318, 261, 331]",0.0,0.0,0.0,0.89,0.07,0.0
0.03,"[463, 309, 268, 345]",0.0,0.0,0.0,0.94,0.03,0.0
0.04,"[466, 308, 267, 350]",0.0,0.0,0.0,0.92,0.03,0.0
0.02,"[479, 315, 259, 335]",0.0,0.01,0.01,0.53,0.44,0.0
0.02,"[481, 315, 259, 332]",0.0,0.0,0.0,0.94,0.03,0.0
0.03,"[480, 307, 266, 345]",0.0,0.0,0.0,0.93,0.03,0.0
0.01,"[492, 317, 243, 317]",0.0,0.0,0.0,0.97,0.02,0.0
0.05,"[490, 306, 253, 325]",0.0,0.05,0.01,0.81,0.03,0.04
0.0,"[485, 315, 256, 321]",0.0,0.0,0.0,0.96,0.03,0.0
0.1,"[470, 319, 262, 332]",0.0,0.01,0.01,0.82,0.06,0.0
0.03,"[467, 312, 265, 341]",0.0,0.0,0.0,0.92,0.05,0.0
0.03,"[467, 316, 263, 335]",0.0,0.0,0.01,0.94,0.02,0.0
0.01,"[472, 320, 255, 312]",0.0,0.0,0.0,0.95,0.04,0.0
0.01,"[482, 327, 250, 314]",0.01,0.01,0.0,0.52,0.45,0.0
0.02,"[485, 317, 257, 330]",0.0,0.0,0.0,0.94,0.04,0.0
0.02,"[487, 314, 254, 331]",0.0,0.0,0.0,0.94,0.04,0.0
0.03,"[486, 311, 259, 339]",0.0,0.0,0.0,0.91,0.05,0.0
0.02,"[488, 310, 257, 335]",0.0,0.0,0.0,0.91,0.06,0.0
0.02,"[484, 307, 261, 340]",0.0,0.0,0.0,0.94,0.03,0.0
0.02,"[504, 305, 244, 314]",0.01,0.0,0.0,0.93,0.04,0.0
0.03,"[510, 305, 238, 308]",0.01,0.0,0.0,0.9,0.06,0.0
0.04,"[510, 302, 243, 315]",0.0,0.0,0.0,0.91,0.05,0.0
0.02,"[516, 308, 242, 309]",0.01,0.01,0.0,0.82,0.14,0.0
0.03,"[518, 308, 247, 318]",0.01,0.01,0.0,0.82,0.13,0.0
0.01,"[536, 306, 246, 322]",0.0,0.0,0.0,0.92,0.06,0.0
0.06,"[562, 313, 250, 326]",0.01,0.02,0.0,0.79,0.12,0.0
0.05,"[580, 308, 254, 331]",0.01,0.01,0.0,0.78,0.14,0.0
0.07,"[591, 307, 256, 334]",0.01,0.02,0.0,0.7,0.2,0.0
0.03,"[585, 307, 258, 329]",0.01,0.01,0.0,0.85,0.1,0.0
0.07,"[547, 301, 260, 346]",0.0,0.01,0.01,0.85,0.06,0.0
0.05,"[506, 293, 260, 343]",0.0,0.0,0.0,0.9,0.04,0.0
0.04,"[504, 297, 260, 346]",0.0,0.0,0.0,0.87,0.08,0.0
0.01,"[506, 303, 258, 337]",0.0,0.0,0.0,0.96,0.02,0.0
0.01,"[514, 304, 263, 339]",0.0,0.0,0.0,0.98,0.01,0.0
0.01,"[515, 303, 264, 344]",0.0,0.0,0.0,0.96,0.02,0.0
0.03,"[513, 303, 266, 345]",0.0,0.0,0.0,0.93,0.04,0.0
0.02,"[514, 307, 262, 340]",0.0,0.0,0.0,0.94,0.04,0.0
0.02,"[513, 308, 263, 340]",0.0,0.0,0.0,0.94,0.04,0.0
0.03,"[512, 308, 264, 341]",0.0,0.0,0.0,0.93,0.04,0.0
0.01,"[513, 312, 263, 339]",0.0,0.0,0.0,0.95,0.04,0.0
0.04,"[510, 309, 264, 341]",0.0,0.01,0.0,0.82,0.13,0.0
